"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1.40985029174563,0.248075278414979,0.00161772099459713,0.00129143105014948,-0.00303057281930524,-0.00137683312978311,0.0118090412586156,-0.000747517609571177,0.00485343958232693,0.00224017730111155,-0.00397713518984461
"2",11.7643978074379,6.12770609897342,65.1467385436682,-2.51367967420808,-3.37307502281966,1.31078921316636,-0.135196005297353,28.0356205268664,6.61034651125245,4.76519142399629,-1.54516994801646
"3",14.3733024025465,7.80398572422973,65.9172760965859,-2.91656073836658,-3.95905166330718,1.51511830434031,-0.161555418568493,29.2105225688963,7.60996358161125,5.46429675444239,-1.8123361260186
"4",17.3357216739667,9.69400829465494,66.4494914167279,-3.37779872954877,-4.63262476198031,1.74864456146274,-0.193023230348642,30.3287260504099,8.74518145667378,6.25352310679613,-2.12324814617404
"5",20.6886501325898,11.8201848160354,66.7052863353382,-3.90411861492939,-5.40381082780393,2.01480865866752,-0.230528778965989,31.3682201077492,10.0302070114566,7.14124671733157,-2.48427667127276
"6",24.4699557296616,14.2054693962622,66.6441826172116,-4.50252823926312,-6.28297392436966,2.31725179093764,-0.275135715008041,32.3042831322179,11.4795776485725,8.13574512280801,-2.90245832137929
"7",28.7174380068454,16.8727930474128,66.223897431016,-5.18017045942006,-7.28058429716004,2.65976397737523,-0.328044900645641,33.109554135389,13.1077944318513,9.24490184067838,-3.38547436273819
"8",33.4675737981761,19.8443090014215,65.4011820090294,-5.94411707808645,-8.40688901082814,3.04620862415684,-0.390588583004479,33.7542373539664,14.9288328885248,10.4758306158993,-3.94158940697787
"9",38.7539031323568,23.1404209143135,64.1329761290452,-6.80109351059446,-9.67147948192039,3.48041838216349,-0.464211183427472,34.2064770599037,16.9555127256867,11.8344107669028,-4.57953614878704
"10",44.6050139570774,26.7785689432707,62.3779308471405,-7.75712328196563,-11.0827417727316,3.96605720956276,-0.550430517383823,34.4329428533573,19.1987100336379,13.3247282144825,-5.30832963154023
"11",51.0420969469468,30.7717563282911,60.0983467766253,-8.81708265776904,-12.6471782639655,4.50644381033632,-0.650771476932332,34.3996669984182,21.6664005465145,14.9484218213388,-6.13699231621628
