"","vbeta_0","vbeta_1","vu_1","vu_2","vu_3","vu_4","vu_5","vu_6","vu_7","vu_8","vu_9","vu_10","vu_11","vu_12","vu_13","vu_14","vu_15","vu_16","vu_17","vu_18","vu_19","vu_20","vu_21","vu_22","vu_23","vu_24","vu_25","vu_26","vu_27","vu_28","vu_29","vu_30","vu_31","vu_32","vu_33","vu_34","vu_35","vu_36","vu_37","vu_38","sigma2_vu_1","sigma2_vu_2","rho"
"1",0.933650325313356,0.907316961671663,0.940328505241019,0.937829164378406,0.964035861931522,0.949565873321429,0.967236134859813,0.950021046485771,0.967376474802318,0.962167064363194,0.973629011206958,0.941599747665866,0.79396820890518,0.838016601052196,0.96370212294523,0.936538603372494,0.981027479045674,0.94441087100026,0.96167012448089,0.941327812870745,0.974024854877915,0.952458201928747,0.977380480790873,0.95693274782542,0.966926344509139,0.963692681361308,0.983093631931029,0.941249663429976,0.979892560090022,0.946520895550351,0.956435685100776,0.935237855257201,0.967647703810609,0.93382230600718,0.970368231852655,0.94610162501033,0.982487917717565,0.942163258167344,0.963190648414011,0.955947268281371,0.515414596655296,0.468295350181695,0.929616734974828
"2",0.924994943619337,0.972280862885836,0.976811768382258,0.981083341958825,0.950183338809419,0.97377423568708,0.964287434240058,0.972830721027598,0.956643335557049,0.989048391001762,0.95800121228383,0.983692848234535,0.962728314340319,0.980466988428611,0.975495637502413,0.981153215382418,0.933755638301193,0.96097547763126,0.953899299207361,0.981890620280637,0.970279196814676,0.985062695313254,0.875826580213724,0.882455400062317,0.951673182994679,0.97823877488079,0.953647938529015,0.969492245001005,0.932495823202329,0.977765727680455,0.965367074507674,0.990134269304301,0.955457151190024,0.980513443285579,0.960564905531817,0.978213707616661,0.965084075045806,0.98338243148767,0.937683137519432,0.939242502291939,0.481667373920408,0.494324743513022,0.988094888019581
"3",0.84606815375321,0.855035713697071,0.925117200164324,0.936750060008523,0.900527321634116,0.914640049741813,0.827522169791097,0.858532691381255,0.923287252695007,0.911298353442913,0.916363809051406,0.918695957274542,0.897961270725601,0.916621854166499,0.914442613245603,0.933666508242731,0.899729394707476,0.944551379703265,0.904340923167683,0.94057882069463,0.932727946632863,0.950668628100182,0.887714359787104,0.879916655409869,0.895298186268166,0.912520936272176,0.934500935633132,0.922010246298026,0.898732809981418,0.906916939618141,0.781300129153343,0.85476160198665,0.960185923460145,0.950860806197958,0.897760884114544,0.874593861312591,0.911786829172994,0.937149183968373,0.926339206045275,0.904858402422408,0.522935346617806,0.492726617439214,0.927381234041264
"4",0.499511215706262,0.499510916463412,0.499510973127083,0.49951083387391,0.499510871049949,0.499510888731649,0.499511110200263,0.499510931615644,0.499510924313057,0.499510814917014,0.499510856315133,0.499510881902597,0.499510691364178,0.499510725774724,0.499510889737084,0.499510822527574,0.499511083073644,0.499510864045468,0.49951086335382,0.499510741659415,0.499510935740454,0.499510837812818,0.499510797312806,0.499510791642732,0.499510921270198,0.499510986715151,0.499510873186061,0.499510911253692,0.499511191271014,0.499510796073667,0.499510856524507,0.499510763457534,0.499510861268322,0.499510897970444,0.499510926960908,0.499510840655614,0.499510930354078,0.499510819403505,0.499511104876513,0.499510921587801,0.515593767879308,0.542810424984243,0.969417331654293
"5",0.946055219089666,0.892214312518509,0.982398809904901,0.926551914400191,0.977231814463315,0.949627789539122,0.959774194270447,0.944375179122571,0.95255576831696,0.901316233085721,0.981298872740747,0.938645775459877,0.97204213717109,0.93488733404011,0.954792133824051,0.915197150149055,0.951580798100701,0.925654818183661,0.973892377767866,0.956296720280916,0.971538794574748,0.957711705777485,0.964095240973241,0.917293004031708,0.974589127814025,0.934735935872582,0.979168026439677,0.925483419310865,0.959057381362037,0.942235101115689,0.916232365222038,0.934660229718502,0.961040846980909,0.923712816955014,0.971039963394257,0.922957670597227,0.953412847610019,0.928752852400771,0.978511598703696,0.960230996415462,0.519308498921909,0.508496614009793,0.983093679251215
"6",0.82491554756673,0.646833322830473,0.915606947587843,0.854989633125951,0.894111420835824,0.717159546124825,0.911350430131293,0.798255723608445,0.841417803521355,0.789839018815332,0.909248649807956,0.826477046921512,0.863573722289182,0.796630276541685,0.873114048563133,0.835462051560367,0.895153558825164,0.736066136922851,0.867529309617672,0.760439940352917,0.920209954080862,0.897022075379103,0.905605446408535,0.814660633103946,0.859393653986519,0.876133170036991,0.851546497311372,0.686456789871505,0.872906683143561,0.767280862182665,0.821145602291265,0.789533299866477,0.882982296841824,0.889923381020282,0.864643506798871,0.847038129563077,0.919890026626225,0.882025647267151,0.885129960290846,0.793392932530162,0.491787339405633,0.506304125198076,0.914701463227804
"7",0.89963061247853,0.905259861857543,0.901104895006418,0.924538174402447,0.9017958759586,0.924812725742266,0.906018880696914,0.951530632940738,0.937974399394669,0.894165857068641,0.933350967513153,0.935593566442705,0.760765730767296,0.553521579371258,0.922409070729473,0.94065632020192,0.918532327100813,0.93664377736993,0.891190824196806,0.925310251495628,0.928391189349681,0.929411035192274,0.923527753932638,0.939820093327183,0.929343390174907,0.905857027140677,0.930810720405173,0.932244071756503,0.93400884042446,0.964660594778562,0.946487264839827,0.924396023198051,0.910598915309747,0.946924504309808,0.908638371311916,0.937393701135565,0.92746440688565,0.928123180180811,0.917523086685208,0.911693767231258,0.505378404835031,0.549878891309186,0.797728778919854
"8",0.928478205381148,0.933412886782724,0.952995015708734,0.960130230970105,0.955859534195388,0.951165843800251,0.940903279730866,0.958137711916192,0.958058088173272,0.966854326499696,0.963564721179832,0.971239069239368,0.938513972611281,0.948982369061094,0.972871560062196,0.959134995351171,0.963502783244059,0.955203072799316,0.961960005198643,0.967111266198906,0.965796271577144,0.962908267349181,0.968802347160599,0.981782438417954,0.951080074755461,0.971348227163772,0.967462779954095,0.97185622976283,0.968759288624499,0.956097155559683,0.921546698623593,0.87900519564609,0.954978283823901,0.960015200302844,0.944737296823925,0.891504290311638,0.957830362763899,0.862150432769482,0.915819178504971,0.919584705861579,0.477362538069205,0.493733574481192,0.953199041848058
"9",0.974868501277212,0.947680750635389,0.94955180158137,0.945609159961094,0.908448946814944,0.906604844490659,0.925505845480121,0.936673877665787,0.981969180642378,0.969643652775674,0.979414379637729,0.962872434498436,0.978187249711258,0.96610857083811,0.97448357131247,0.971549763731421,0.93411051195189,0.926769301264264,0.963163933806449,0.969088647783946,0.926220789095821,0.906767880403705,0.965858417912511,0.978149745704974,0.971685971241683,0.952183288432762,0.975998218957,0.969970927607329,0.979306237362494,0.952535131949633,0.878368333765002,0.858958370316013,0.836047783401566,0.747937574830916,0.988135409170145,0.971086519343026,0.978994549396808,0.956883766260968,0.937811408406463,0.97110749808593,0.496798555557335,0.527055987712609,0.945190066616788
"10",0.870294769535856,0.947971192775396,0.810537636188294,0.822675927707043,0.907784465990977,0.967012063232933,0.915482330255723,0.953843109495775,0.921198881123883,0.969204543660201,0.894870070369068,0.964111847426093,0.915897969620143,0.968161696954201,0.919638945709807,0.978543373221924,0.973063640401581,0.955988993742792,0.902002765457369,0.96563607284809,0.923910316141357,0.951918987111131,0.953372328760218,0.974097165444505,0.77938865050581,0.903058549694187,0.922109961667635,0.954641187841879,0.901588972470217,0.93567970767115,0.955594957189433,0.950121772652044,0.921136229764015,0.960511561830968,0.911473318667191,0.948703679779562,0.886920041268372,0.907934192456164,0.904578278823557,0.957291919406606,0.510943194971168,0.509486170765753,0.973026928009854
