"","vbeta_0","vbeta_1","vu_1","vu_2","vu_3","vu_4","vu_5","vu_6","vu_7","vu_8","vu_9","vu_10","vu_11","vu_12","vu_13","vu_14","vu_15","vu_16","vu_17","vu_18","vu_19","vu_20","vu_21","vu_22","vu_23","vu_24","vu_25","vu_26","vu_27","vu_28","vu_29","vu_30","vu_31","vu_32","vu_33","vu_34","vu_35","vu_36","vu_37","vu_38","sigma2_vu_1","sigma2_vu_2","rho"
"1",0.933688031576442,0.907337699209275,0.940348062887976,0.937807105414796,0.964044517654288,0.949552266757101,0.967251198766153,0.950008775742286,0.967397306216538,0.962123740146946,0.973643881250695,0.941579093985147,0.793984515334415,0.837920547791618,0.963708897963182,0.936522523941444,0.981035125656521,0.944400783161482,0.961687486119214,0.941308505606268,0.974044808272803,0.952450165763641,0.977403540182071,0.956914525544485,0.966938034147518,0.963682366800267,0.98307167600137,0.94124846496497,0.979909064854931,0.946523491397179,0.956465783272313,0.935240606494697,0.967688143239704,0.933833720803461,0.970425069069625,0.946107540174344,0.982513778649913,0.942175723308545,0.963188314451033,0.955938927448122,0.515416175199866,0.468296373471256,0.929614316267799
"2",0.92507359893311,0.972321838833581,0.976810953079014,0.981082647177351,0.950194399816927,0.973800595273261,0.964294294090984,0.972828837081784,0.956644370416312,0.989048523159712,0.958008734572235,0.983691504322095,0.962738418816176,0.980472569776145,0.975513349518747,0.981151596463544,0.933768851308347,0.961016830663647,0.953901131752623,0.98189371432348,0.970299273881493,0.985071376119535,0.875821728897625,0.882444152775449,0.951705349054753,0.978249547339986,0.953663376073085,0.969517774198279,0.932508734517628,0.977769749430448,0.965380716392037,0.990136882986493,0.955471794742729,0.98052810620919,0.960602139781865,0.978207925301792,0.965093362327112,0.983380448020886,0.937735137323905,0.939211683988997,0.481666973388772,0.494325217445899,0.988094886662639
"3",0.846174881310427,0.855143312053578,0.925147778406681,0.936762492704454,0.900577118415852,0.914676974778134,0.827508817174297,0.858509668751994,0.923328434966153,0.911338695012718,0.916417319979121,0.918736297935147,0.898020176153092,0.916669492007389,0.914482161678462,0.933688942441049,0.899787239014572,0.944587917594308,0.904390156846522,0.940604536587611,0.932773677634368,0.950693053559391,0.887707537489409,0.879911298188326,0.895362562650212,0.912563184227642,0.934537698666388,0.922045782905498,0.898785577182368,0.906981844373762,0.781282581662636,0.854770102478725,0.960205577635047,0.950870181423468,0.897831100996247,0.874677185817937,0.911837715461448,0.937180632987546,0.926378930389425,0.904907140117358,0.522935147354026,0.492725585285543,0.92738122322477
"4",0.499511215706262,0.499510916463412,0.499510973127083,0.49951083387391,0.499510871049949,0.499510888731649,0.499511110200263,0.499510931615644,0.499510924313057,0.499510814917014,0.499510856315133,0.499510881902597,0.499510691364178,0.499510725774724,0.499510889737084,0.499510822527574,0.499511083073644,0.499510864045468,0.49951086335382,0.499510741659415,0.499510935740454,0.499510837812818,0.499510797312806,0.499510791642732,0.499510921270198,0.499510986715151,0.499510873186061,0.499510911253692,0.499511191271014,0.499510796073667,0.499510856524507,0.499510763457534,0.499510861268322,0.499510897970444,0.499510926960908,0.499510840655614,0.499510930354078,0.499510819403505,0.499511104876513,0.499510921587801,0.515187840826277,0.542462180198289,0.969418329828319
"5",0.94607287206564,0.892235265357277,0.982400294378442,0.926549835826848,0.977227544720895,0.949637977406172,0.95976714441161,0.944371091626067,0.95255093619379,0.901319111464844,0.981297517524017,0.938653203277771,0.972039391305371,0.934894219678556,0.954793646815747,0.915217328490512,0.951577276014617,0.92567188464359,0.973889699675647,0.956309077731504,0.971539092981449,0.957715731355051,0.964096787275841,0.917299512755391,0.974590349930891,0.934741879891745,0.979167029638823,0.925493043625406,0.959062431629075,0.94224207789751,0.916232742710199,0.934666413044136,0.96104526282555,0.923724516219993,0.971044784802249,0.922971438970773,0.953414013318138,0.928771970088129,0.978513664838845,0.960241250305145,0.519308565014697,0.508495861078936,0.983093679248068
"6",0.825005241669509,0.646424774911728,0.915613287400546,0.854799648525944,0.89420436677552,0.716855123373205,0.911413961342794,0.797999561775892,0.841457553473606,0.78957533937761,0.909116748302118,0.826331794838066,0.863386832248602,0.796690521670811,0.87320237134357,0.835255970893523,0.895259661657441,0.735776667324514,0.867573144351377,0.760206079772392,0.920184462002134,0.896845831843875,0.905619884595003,0.814432176092213,0.859419111441357,0.875898188763243,0.851683010296436,0.686137092982669,0.872821601657416,0.767089864359992,0.821123858686886,0.789291368194088,0.882987402155138,0.88982024941514,0.864657125141899,0.846849239223117,0.919936205512324,0.881937007880672,0.885206477054109,0.793092779174272,0.491787093411196,0.506306064658553,0.914700035558328
"7",0.899517010277274,0.905166320349113,0.90094432322484,0.924453816205414,0.901734033270564,0.924634078091213,0.905860601785896,0.951348467632625,0.938050890121362,0.894223363646635,0.933191195272921,0.935444776738437,0.76097644981783,0.554174545195291,0.922310507595886,0.940490994992312,0.918295049438159,0.936513661242289,0.891063221329456,0.92510404961981,0.928230605825592,0.929204709664595,0.923342954586555,0.939608184093554,0.929205605795167,0.90562211758428,0.930613829513395,0.932185390536426,0.933842474567652,0.964547023227467,0.946445803536094,0.924511335112438,0.910400948150405,0.946788589797795,0.908359721734755,0.937176645078702,0.927335662894845,0.927966176642898,0.917429935357606,0.911588024675354,0.505379166755023,0.549869959443624,0.797752461075017
"8",0.928491461516272,0.933428397408844,0.952991115467327,0.960132968622015,0.955844448037155,0.951140040606125,0.940917007807468,0.958128274745948,0.958066130273821,0.966872286214731,0.96355734914201,0.971223197659296,0.938509395723074,0.948965497189569,0.972856024521537,0.959110476271203,0.963509711558861,0.955193865383484,0.961961579105932,0.96712760096839,0.965804749822138,0.962915749187691,0.968797500551989,0.981767537153358,0.951112777450814,0.97134389426605,0.967462048443312,0.97185466869171,0.968756340244606,0.956086213287147,0.921549827002339,0.879013056084749,0.954974444408851,0.9600018532209,0.944738509331914,0.891418810846197,0.957831649026052,0.862103534717102,0.915788911825465,0.919548729359491,0.477364233933264,0.493735545870418,0.953199032677703
"9",0.974870108555236,0.947690348492691,0.94955322659379,0.945614715105677,0.90845542621968,0.90660831817761,0.925538668272698,0.936693035207887,0.981986162029619,0.969657866606653,0.979421230954742,0.962868330105131,0.978196272550572,0.966115735527367,0.974494600423834,0.97155187659497,0.934111582251377,0.926766648708274,0.963181055659363,0.969088624117139,0.926226350916345,0.906779250390745,0.965863204759153,0.978157985594808,0.971681290615402,0.952190460571282,0.976010820906071,0.969976087581524,0.9793234764548,0.952541455518313,0.878367361045134,0.858985308679918,0.83605675972967,0.747954987939251,0.988141173760419,0.971090028802472,0.979010036727297,0.956887492303562,0.937818878937886,0.971104154808476,0.496797745442084,0.52705462780717,0.945190199480752
"10",0.870038905550194,0.94757942783123,0.811025145182786,0.822672421161973,0.907873566695564,0.96667857874535,0.915479743396564,0.953597174610952,0.921131569147908,0.969005632971054,0.894994580108658,0.963971814823644,0.915800034192369,0.967865658467473,0.91973847087531,0.978462253516848,0.973147299738169,0.955673915839977,0.902065846521411,0.965423550279531,0.924216597009452,0.951816925344835,0.953485418241348,0.974026937281798,0.77945206281098,0.903055898313086,0.922060192550453,0.954436473231719,0.901670113189796,0.935433159408811,0.955642950047684,0.949840362910252,0.921037262200712,0.960221421214704,0.911764104794463,0.948606777321738,0.887079547774151,0.907848133699592,0.904691130885625,0.957139116316442,0.510934937398168,0.509486216530973,0.973026926339953
